 Metric Date, Revenue_share , OI_share ,  NI_Growth  ,  Revenue_Growth  ,  GP_Margin  , OP_Margin , NP_Margin , EPS , EPS_GrowthCurrent_Ratio , Quick_Ratio , DE_Ratio , Interest_Coverage_Ratio , Leverage , Asset_Turnover_Ratio , Receivables_Turnover Ratio , OCFR , FCF , BV_share , DPS , Shares_Os , ROE , ROCE , Op_Margin , EPS_Growth , Current_Ratio , Receivables_Turnover_Ratio , OCF , symbol , NII_share , EBT_share , NI_Margin , NIM , CIR , LTD , ROA , NITR , NIncM , NPA , Tier1 , Tier2 , Interbank , NII_Growth , EBT_Growth ,
31-03-2018, 116.80 , 12.60 , 6.00 , -32.20 , 39.40 ,, 11.20 , 13.10 ,, 2.10 , 0.50 , 29.90 , 0.30 , 0.80 ,,," 5,233.20 ", 94.50 , 2.40 , 192.60 , 0.10 , 0.10 , 10.80 , -32.20 , 2.20 , 2.40 ," 4,074.20 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2019, 119.20 , 12.40 , 14.50 , 13.40 , 38.90 ,, 11.30 , 13.50 ,,, 0.50 , 24.50 , 0.30 , 1.00 ,,, 182.60 , 80.10 , 2.00 , 214.00 , 0.20 ,, 10.40 , 13.40 , 2.30 , 3.10 , -715.80 ,  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2020, 119.00 , 11.20 , -22.50 , 29.00 , 37.50 ,, 6.80 , 8.10 ,,, 0.40 , 19.20 , 0.30 , 1.20 ,,," 3,642.70 ", 68.40 , 2.00 , 276.60 , 0.10 ,, 9.40 , 29.00 , 2.80 , 3.60 ," 3,099.10 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2021, 127.80 , 16.10 , 43.00 , 8.00 , 38.80 ,, 9.00 , 11.50 ,,, 0.40 , 34.40 , 0.30 , 1.20 ,,," 5,827.10 ", 78.30 , 3.50 , 278.30 , 0.10 ,, 12.60 , 8.00 , 3.30 , 4.10 ," 5,578.40 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2022, 148.10 , 20.20 , 44.50 , 16.20 , 41.10 ,, 11.20 , 16.60 ,,, 0.30 , 43.30 , 0.20 , 1.20 ,,," 3,445.20 ", 92.60 , 4.50 , 278.80 , 0.20 ,, 13.60 , 16.20 , 3.70 , 3.60 ," 2,806.90 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2023, 173.00 , 15.90 , -28.50 , 16.10 , 39.60 ,, 6.90 , 12.00 ,,, 0.30 , 23.60 , 0.20 , 1.50 ,,," 6,186.60 ", 88.30 , 3.50 , 277.10 , 0.10 ,, 9.20 , 16.10 , 3.50 , 4.80 ," 5,609.20 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2024, 190.70 , 27.10 , 88.10 , 10.10 , 42.30 ,, 11.80 , 22.50 ,,, 0.30 , 37.70 , 0.20 , 1.30 ,,," 7,444.50 ", 110.00 , 6.50 , 276.70 , 0.20 ,, 14.20 , 10.10 , 3.70 , 5.10 ," 7,182.30 ",  BSOFT  ,,,,,,,,,,,,,,,,
31-03-2014, 9.40 , 0.50 ,,, 9.80 ,, 5.30 , 0.50 ,,, 0.20 ,, 0.10 , 5.80 ,,, 195.10 , 1.40 ,, 409.80 , 0.40 ,, 5.50 ,, 4.20 , 98.40 , 98.80 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2015, 11.00 , 0.60 , 15.30 , 16.70 , 10.40 ,, 5.20 , 0.60 ,,, 0.20 , 268.00 , 0.20 , 4.40 ,,, 199.50 , 2.00 ,, 409.80 , 0.30 , 0.30 , 5.40 , 16.70 , 4.80 , 76.80 , 132.70 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2016, 12.30 , 0.80 , 31.00 , 12.30 , 11.70 ,, 6.10 , 0.80 ,,, 0.20 , 92.80 , 0.10 , 3.70 ,,, 402.30 , 2.90 ,, 409.80 , 0.30 , 0.30 , 6.20 , 12.20 , 8.40 , 228.80 , 355.10 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2017, 15.50 , 1.40 , 62.10 , 26.10 , 19.50 ,, 7.90 , 1.20 ,,, 0.80 , 10.60 , 0.40 , 2.10 ,,," 1,292.20 ", 4.00 , 0.10 , 409.80 , 0.30 , 0.20 , 9.20 , 26.10 , 2.30 , 7.20 , 478.80 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2018, 19.30 , 2.90 , 92.80 , 23.90 , 30.20 ,, 12.20 , 2.40 ,,, 0.80 , 9.60 , 0.40 , 1.70 ,,, 625.20 , 6.40 , 0.10 , 409.80 , 0.40 , 0.30 , 15.10 , 23.90 , 2.30 , 3.40 , 557.00 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2019, 19.70 , 2.30 , 9.00 , 2.40 , 24.80 ,, 13.00 , 2.60 ,,, 0.30 , 9.70 , 0.20 , 1.70 ,,," 1,643.80 ", 9.10 , 0.30 , 409.80 , 0.30 , 0.30 , 11.80 , 2.40 , 3.90 , 4.60 ," 1,333.90 ",  BLS  ,,,,,,,,,,,,,,,,
31-03-2020, 19.40 , 1.90 , -50.20 , -1.90 , 21.90 ,, 6.60 , 1.30 ,,, 0.10 , 72.50 , 0.10 , 1.70 ,,,, 10.50 , 0.30 , 409.80 , 0.10 ,, 10.00 , -1.80 , 10.20 , 7.00 ," 1,158.60 ",  BLS  ,,,,,,,,,,,,,,,,
31-03-2021, 11.80 , 0.90 , -4.30 , -39.00 , 21.20 ,, 10.40 , 1.20 ,,, 0.10 , 162.10 , 0.10 , 1.00 ,,, 498.20 , 11.20 , 0.10 , 409.80 , 0.10 ,, 7.40 , -39.00 , 11.80 , 4.80 , 450.10 ,  BLS  ,,,,,,,,,,,,,,,,
31-03-2022, 20.70 , 2.50 , 121.90 , 75.70 , 23.30 ,, 13.10 , 2.70 ,,, 0.10 , 230.10 , 0.10 , 1.30 ,,," 2,523.20 ", 13.90 , 0.40 , 410.30 , 0.20 ,, 11.90 , 75.70 , 7.30 , 38.20 ," 1,853.30 ",  BLS  ,,,,,,,,,,,,,,,,
31-03-2023, 36.90 , 5.10 , 80.40 , 78.40 , 22.80 ,, 13.20 , 4.90 ,, 5.70 , 0.10 , 374.70 , 0.10 , 1.60 ,,," 2,950.10 ", 20.40 , 0.80 , 410.60 , 0.20 ,, 13.80 , 78.40 , 5.70 , 46.40 ," 2,605.30 ",  BLS  ,,,,,,,,,,,,,,,,
31-03-2024, 40.70 , 7.60 , 55.90 , 10.60 , 30.10 ,, 18.70 , 7.60 ,, 7.70 , 0.10 , 121.50 , 0.10 , 1.00 ,,," 4,137.00 ", 35.00 , 1.00 , 411.80 , 0.20 ,, 18.80 , 10.60 , 7.70 , 41.40 ," 3,498.50 ",  BLS  ,,,,,,,,,,,,,,,,
31-03-2016, 816.90 , 61.90 ,,, 13.00 ,, 6.30 , 51.70 ,, 1.60 , 0.50 ," 4,894.30 ", 0.30 , 2.10 ,,," 1,543.10 ", 271.00 , 50.00 , 23.70 , 0.20 ,, 7.60 ,, 1.60 , 7.30 ," 1,200.90 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2017, 957.60 , 76.20 , 5.50 , 17.20 , 18.40 ,, 5.70 , 54.50 ,, 1.60 , 2.20 , 16.10 , 0.70 , 2.30 ,,," 2,133.00 ", 129.50 , 20.00 , 23.70 , 0.40 , 0.20 , 8.00 , 17.20 , 1.70 , 7.80 ," 1,534.60 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2018," 1,081.00 ", 131.20 , 51.70 , 12.90 , 27.90 ,, 7.70 , 82.70 ,, 1.70 , 2.30 , 7.20 , 0.70 , 2.00 ,,," 4,807.10 ", 160.90 , 25.00 , 23.70 , 0.50 , 0.30 , 12.10 , 12.90 , 1.70 , 8.80 ," 3,609.60 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2019," 1,134.00 ", 101.80 , -28.70 , 4.90 , 26.20 ,, 5.20 , 58.90 ,, 1.20 , 2.30 , 5.40 , 0.70 , 1.90 ,,," 3,942.50 ", 181.00 , 15.00 , 23.70 , 0.30 , 0.20 , 9.00 , 4.90 , 1.20 , 7.50 ," 2,250.20 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2020," 1,180.80 ", 103.10 , 3.50 , 4.10 , 25.20 ,, 5.20 , 61.00 ,, 1.10 , 1.80 , 6.00 , 0.60 , 1.90 ,,," 5,162.10 ", 224.10 , 12.50 , 23.70 , 0.30 , 0.20 , 8.70 , 4.10 , 1.20 , 6.60 ," 3,167.00 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2021," 1,339.00 ", 68.70 , -38.00 , 13.40 , 21.30 ,, 2.80 , 37.80 ,, 1.10 , 2.10 , 3.80 , 0.70 , 1.80 ,,," 5,307.10 ", 243.50 , 12.50 , 23.70 , 0.20 , 0.10 , 5.10 , 13.40 , 1.10 , 6.50 ," 2,433.30 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2022," 1,339.30 ", 64.10 , -146.60 ,  -    , 23.50 ,, -1.30 , -17.60 ,, 0.70 , 4.40 , 1.30 , 0.80 , 1.20 ,,," 5,630.60 ", 206.90 ,, 23.70 , -0.10 ,  -    , 4.80 ,  -    , 0.80 , 6.00 ," 3,641.10 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2023," 1,386.40 ", 113.50 , -343.20 , 3.50 , 28.30 ,, 3.10 , 42.90 ,, 0.80 , 3.90 , 2.40 , 0.80 , 1.10 ,,," 9,107.80 ", 249.50 , 15.00 , 23.70 , 0.20 , 0.10 , 8.20 , 3.50 , 0.80 , 6.40 ," 7,501.80 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2024," 1,859.80 ", 257.40 , 275.40 , 34.20 , 29.30 ,, 8.70 , 161.10 ,, 0.80 , 2.20 , 7.00 , 0.70 , 1.60 ,,," 10,343.50 ", 367.50 , 60.00 , 23.70 , 0.40 ,, 13.80 , 34.10 , 0.80 , 7.60 ," 8,597.90 ",  BLUEDART  ,,,,,,,,,,,,,,,,
31-03-2014, 163.10 , 6.70 ,,, 22.60 ,, 2.60 , 4.30 ,, 0.70 , 3.90 , 4.10 , 0.80 , 1.30 ,,," 1,065.40 ", 26.60 , 2.00 , 179.90 , 0.20 ,, 4.10 ,, 1.00 , 2.50 , 666.00 ,  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2015, 176.90 , 7.40 , -30.10 , 8.40 , 30.00 ,, 1.70 , 3.00 ,, 0.70 , 3.80 , 3.70 , 0.80 , 1.50 ,,," 2,750.90 ", 25.30 , 2.50 , 179.90 , 0.10 , 0.10 , 4.20 , 8.40 , 1.00 , 7.30 ," 2,149.30 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2016, 190.60 , 7.70 , 93.40 , 14.20 , 33.80 ,, 2.90 , 5.50 ,, 0.70 , 3.00 , 3.40 , 0.70 , 1.40 ,,," 3,096.30 ", 33.10 , 3.30 , 190.70 , 0.20 , 0.20 , 4.10 , 14.20 , 1.00 , 3.50 ," 2,567.40 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2017, 229.60 , 8.90 , 17.40 , 20.70 , 28.50 ,, 2.80 , 6.40 ,, 0.80 , 2.50 , 5.60 , 0.70 , 1.70 ,,," 2,659.70 ", 39.70 , 3.80 , 191.00 , 0.20 , 0.20 , 3.90 , 20.70 , 1.10 , 3.70 ," 1,585.20 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2018, 242.10 , 10.90 , 17.00 , 5.80 , 25.00 ,, 3.10 , 7.50 ,, 0.70 , 3.10 , 9.50 , 0.80 , 1.40 ,,," 1,171.50 ", 41.50 , 4.30 , 191.60 , 0.20 , 0.20 , 4.50 , 5.80 , 1.10 , 3.70 , 188.70 ,  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2019, 272.30 , 15.00 , 32.00 , 12.90 , 24.50 ,, 3.60 , 9.90 ,, 0.70 , 2.80 , 7.30 , 0.70 , 1.60 ,,," 3,668.90 ", 45.50 , 5.00 , 192.40 , 0.20 , 0.20 , 5.50 , 12.90 , 1.10 , 3.40 ," 2,584.10 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2020, 278.30 , 11.00 , -24.60 , 2.30 , 24.60 ,, 2.70 , 7.40 ,, 0.70 , 3.40 , 8.90 , 0.80 , 1.60 ,,," 5,359.90 ", 40.70 , 5.00 , 192.60 , 0.20 , 0.20 , 4.00 , 2.30 , 1.00 , 4.10 ," 4,499.50 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2021, 221.80 , 8.60 , -30.00 , -20.30 , 22.90 ,, 2.30 , 5.20 ,, 0.90 , 3.00 , 2.80 , 0.70 , 1.20 ,,," 4,133.30 ", 46.10 , 2.00 , 192.60 , 0.10 , 0.10 , 3.90 , -20.30 , 1.30 , 3.50 ," 3,498.10 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2022, 314.80 , 14.00 , 67.10 , 42.00 , 21.50 ,, 2.80 , 8.70 ,, 0.80 , 3.20 , 6.70 , 0.80 , 1.40 ,,," 3,053.40 ", 53.00 , 5.00 , 192.60 , 0.20 , 0.10 , 4.50 , 42.00 , 1.20 , 3.50 , 874.00 ,  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2023, 414.10 , 22.00 , 138.80 , 31.60 , 22.00 ,, 5.00 , 20.80 ,, 0.70 , 3.00 , 9.00 , 0.80 , 1.50 ,,," 6,077.40 ", 69.20 , 6.00 , 192.60 , 0.30 , 0.30 , 5.30 , 31.60 , 1.10 , 3.60 ," 2,473.80 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2024, 484.80 , 28.40 , 3.60 , 21.40 , 23.70 ,, 4.30 , 20.80 ,, 0.90 , 1.50 , 9.80 , 0.60 , 1.50 ,,," 7,301.80 ", 130.80 , 7.00 , 199.80 , 0.20 ,, 5.90 , 21.40 , 1.30 , 5.00 ," 2,892.20 ",  BLUESTARCO  ,,,,,,,,,,,,,,,,
31-03-2014," 1,038.80 ", 82.30 ,,, 31.20 ,, 2.90 , 29.70 ,, 0.60 , 1.10 , 13.50 , 0.50 , 2.00 ,,," 8,132.90 ", 255.20 , 1.00 , 69.80 , 0.10 , 0.10 , 7.90 ,, 1.00 , 42.40 ," 6,485.50 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2015," 1,181.10 ", 116.30 , 72.30 , 13.70 , 40.80 ,, 4.30 , 51.10 ,, 1.00 , 0.90 , 20.20 , 0.50 , 1.80 ,,," 7,833.70 ", 330.30 , 1.00 , 69.80 , 0.20 , 0.10 , 9.80 , 13.70 , 1.30 , 40.70 ," 6,562.70 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2016," 1,274.90 ", 174.90 , 8.20 , 7.90 , 41.30 ,, 4.30 , 55.40 ,, 0.90 , 0.70 , 27.80 , 0.40 , 1.70 ,,," 10,704.80 ", 427.20 , 1.00 , 69.80 , 0.10 , 0.10 , 13.70 , 7.90 , 1.20 , 38.40 ," 7,857.80 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2017," 1,375.50 ", 186.80 , 9.20 , 7.90 , 39.40 ,, 4.40 , 60.40 ,, 1.10 , 0.50 , 30.00 , 0.30 , 1.30 ,,," 7,794.30 ", 719.60 , 1.00 , 69.80 , 0.10 , 0.10 , 13.60 , 7.90 , 1.60 , 41.60 ," 4,105.80 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2018," 1,492.80 ", 213.60 , -34.20 , 8.50 , 39.60 ,, 2.70 , 39.80 ,, 1.40 , 0.50 , 27.10 , 0.30 , 1.20 ,,," 16,448.10 ", 812.20 , 1.00 , 69.80 ,  -    ,  -    , 14.30 , 8.50 , 1.80 , 28.80 ," 12,130.50 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2019," 1,668.10 ", 251.50 , 123.80 , 11.80 , 41.70 ,, 5.30 , 89.00 ,, 1.30 , 0.40 , 29.10 , 0.30 , 1.20 ,,," 15,179.80 ", 940.30 , 1.00 , 69.80 , 0.10 , 0.10 , 15.10 , 11.70 , 1.70 , 25.30 ," 11,041.80 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2020," 1,746.00 ", 266.60 , -3.70 , 4.70 , 41.50 ,, 4.90 , 85.70 ,, 1.00 , 0.60 , 15.00 , 0.40 , 1.10 ,,," 16,721.30 "," 1,047.10 ", 1.20 , 69.80 , 0.10 , 0.10 , 15.30 , 4.70 , 1.30 , 33.10 ," 14,094.00 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2021," 1,963.80 ", 368.00 , -38.20 , 12.50 , 43.10 ,, 2.70 , 53.00 ,, 1.20 , 0.70 , 17.10 , 0.40 , 1.10 ,,," 19,520.80 "," 1,042.10 ", 1.20 , 69.80 , 0.10 ,  -    , 18.70 , 12.50 , 1.50 , 43.80 ," 16,920.50 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2022," 2,115.90 ", 326.20 , -82.80 , 7.70 , 39.00 ,, 0.40 , 9.10 ,, 1.50 , 1.30 , 9.00 , 0.60 , 1.00 ,,," 20,225.10 ", 973.60 , 1.20 , 69.80 ,  -    ,  -    , 15.40 , 7.70 , 1.80 , 37.60 ," 14,473.70 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2023," 2,424.60 ", 423.90 ," -2,743.10 ", 14.60 , 41.80 ,, -9.90 , -240.20 ,, 1.30 , 1.70 , 7.00 , 0.60 , 1.10 ,,," 31,951.10 ", 833.30 , 1.20 , 69.80 , -0.30 , -0.20 , 17.50 , 14.60 , 1.60 , 43.30 ," 24,736.60 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2024," 2,507.50 ", 456.10 , -140.80 , 3.50 , 44.80 ,, 3.90 , 98.00 ,, 0.90 , 0.80 , 8.80 , 0.40 , 1.50 ,,," 26,122.50 ", 952.70 , 1.20 , 69.80 , 0.10 , 0.10 , 18.20 , 3.50 , 1.20 , 37.80 ," 20,380.10 ",  BBTC  ,,,,,,,,,,,,,,,,
31-03-2014, 13.00 , 0.70 ,,, 39.20 ,, 25.20 , 3.30 ,, 5.80 , 0.10 , 29.70 ,  -    , 0.20 ,,, 724.20 , 54.80 , 0.50 , 120.20 , 0.10 , 0.10 , 5.50 ,, 7.10 , 5.40 , 6.30 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2015, 27.10 , 1.10 , 25.80 , 108.80 , 55.00 ,, 15.20 , 4.10 ,, 3.40 , 0.10 , 6.30 , 0.10 , 0.40 ,,, 414.40 , 60.10 , 0.60 , 120.20 , 0.10 , 0.10 , 4.10 , 108.70 , 4.40 , 6.20 , 242.90 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2016, 35.60 , 2.50 , -50.10 , 27.40 , 55.60 ,, 5.90 , 2.10 ,, 1.70 , 0.30 , 8.40 , 0.20 , 0.50 ,,, 536.20 , 56.00 , 0.60 , 116.40 ,  -    ,  -    , 6.90 , 27.40 , 2.40 , 5.40 , 324.50 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2017, 60.30 , 4.60 , 419.70 , 34.30 , 62.20 ,, 23.00 , 13.90 ,, 2.40 , 0.20 , 5.50 , 0.20 , 0.60 ,,," 1,241.20 ", 88.90 , 0.60 , 92.40 , 0.20 , 0.20 , 7.70 , 34.20 , 3.10 , 5.90 , 434.10 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2018, 68.50 , 6.10 , -64.70 , 13.60 , 61.30 ,, 7.10 , 4.90 ,, 2.30 , 0.20 , 8.30 , 0.20 , 0.60 ,,," 1,872.00 ", 94.70 , 0.60 , 92.40 , 0.10 , 0.10 , 8.90 , 13.60 , 2.90 , 5.10 ," 1,031.00 ",  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2019, 21.10 , 1.70 , 2.40 , -65.50 , 73.00 ,, 21.20 , 4.50 ,, 1.70 , 0.30 , 41.50 , 0.20 , 0.50 ,,," 1,065.90 ", 32.20 , 0.70 , 103.20 , 0.10 , 0.10 , 8.20 , -65.50 , 2.40 , 9.10 , -490.20 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2020, 23.90 , 0.60 , -99.00 , 25.00 , 68.00 ,, 0.20 ,  -    ,, 0.90 , 0.50 , 1.10 , 0.30 , 0.60 ,,," 1,325.40 ", 28.60 ,, 114.10 ,  -    ,  -    , 2.60 , 25.00 , 1.50 , 6.70 , 262.00 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2021, 42.50 , 13.30 ," 19,697.80 ", 84.90 , 77.90 ,, 17.80 , 7.60 ,, 4.80 , 0.30 , 19.70 , 0.20 , 0.60 ,,," 1,878.90 ", 51.80 ,, 118.60 , 0.10 , 0.10 , 31.20 , 84.90 , 5.30 , 7.00 ," 1,610.40 ",  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2022, 49.70 , 15.80 , 85.00 , 28.50 , 81.60 ,, 25.60 , 12.70 ,, 3.10 , 0.30 , 69.50 , 0.30 , 0.60 ,,," 5,466.30 ", 60.30 ,, 130.20 , 0.20 , 0.20 , 31.80 , 28.50 , 3.70 , 10.90 ," 1,734.10 ",  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2023, 68.80 , 8.60 , -58.00 , 38.70 , 81.20 ,, 7.80 , 5.30 ,, 0.80 , 0.70 , 15.50 , 0.40 , 0.60 ,,," 3,411.30 ", 72.30 ,, 130.40 , 0.10 , 0.10 , 12.60 , 38.70 , 1.70 , 9.60 , -63.70 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2024, 104.80 , -6.00 , -167.40 , 52.50 , 43.40 ,, -3.40 , -3.60 ,, 1.10 , 0.90 , -2.70 , 0.50 , 0.80 ,,," 2,854.20 ", 68.30 ,, 130.60 , -0.10 ,  -    , -5.70 , 52.50 , 1.80 , 11.20 , 687.50 ,  BORORENEW  ,,,,,,,,,,,,,,,,
31-03-2014," 3,140.10 ", 352.90 ,,, 47.00 ,, 10.70 , 334.50 ,, 2.10 , 0.40 , 532.70 , 0.30 , 1.00 ,,,," 2,350.80 ",, 31.40 , 0.10 , 0.10 , 11.20 ,, 2.60 , 8.40 ,,  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2015," 3,054.10 ", 383.20 , -3.70 , -2.70 , 46.70 ,, 10.50 , 322.10 ,, 1.80 , 0.40 , 86.90 , 0.30 , 0.90 ,,," 14,467.20 "," 2,340.00 ", 30.00 , 31.40 , 0.10 , 0.10 , 12.50 , -2.70 , 2.30 , 8.10 ," 11,170.40 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2016," 3,042.10 ", 486.80 , 51.60 , -0.40 , 48.00 ,, 16.10 , 488.40 ,, 1.90 , 0.30 , 154.40 , 0.20 , 0.80 ,,," 17,441.00 "," 3,034.10 ", 85.00 , 31.40 , 0.20 , 0.20 , 16.00 , -0.40 , 2.30 , 7.20 ," 13,177.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2017," 3,304.70 ", 486.30 , 13.50 , 7.40 , 48.30 ,, 17.00 , 560.60 ,, 1.80 , 0.30 , 55.70 , 0.30 , 0.90 ,,," 20,934.00 "," 2,831.80 ", 90.00 , 31.00 , 0.20 ,, 14.70 , 7.40 , 2.20 , 8.60 ," 14,567.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2018," 3,786.90 ", 544.40 , -21.20 , 12.70 , 45.50 ,, 11.90 , 449.20 ,, 1.70 , 0.40 , 503.50 , 0.30 , 0.80 ,,," 22,212.00 "," 3,267.50 ", 100.00 , 30.50 , 0.10 ,, 14.40 , 12.70 , 2.10 , 7.20 ," 17,287.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2019," 3,931.00 ", 586.20 , 16.60 , 3.50 , 44.20 ,, 13.40 , 525.30 ,, 1.50 , 0.40 , 200.40 , 0.30 , 0.90 ,,," 11,780.00 "," 2,996.50 ", 105.00 , 30.40 , 0.20 ,, 14.90 , 3.50 , 2.00 , 6.90 ," 5,932.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2020," 3,259.80 ", 383.50 , -59.40 , -19.60 , 44.80 ,, 6.80 , 220.20 ,, 1.60 , 0.40 , 110.90 , 0.30 , 0.70 ,,," 17,718.00 "," 3,139.90 ", 105.00 , 29.50 , 0.10 ,, 11.80 , -19.60 , 1.90 , 6.20 ," 13,361.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2021," 3,250.40 ", 287.30 , -25.80 , -0.30 , 39.80 ,, 5.00 , 163.40 ,, 1.70 , 0.50 , 60.50 , 0.30 , 0.60 ,,," 10,347.00 "," 3,327.10 ", 115.00 , 29.50 ,  -    ,, 8.80 , -0.30 , 2.00 , 6.30 ," 8,349.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2022," 3,947.00 ", 394.40 , 152.80 , 21.40 , 36.00 ,, 10.50 , 413.10 ,, 1.40 , 0.40 , 73.20 , 0.30 , 0.80 ,,," 7,298.00 "," 3,621.10 ", 110.00 , 29.50 , 0.10 ,, 10.00 , 21.40 , 1.80 , 6.80 ," 2,685.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2023," 4,996.50 ", 506.30 , 17.00 , 26.60 , 34.80 ,, 9.70 , 483.30 ,, 1.40 , 0.50 , 213.30 , 0.30 , 0.90 ,,," 18,547.00 "," 3,731.30 ", 480.00 , 29.50 , 0.10 ,, 10.10 , 26.60 , 1.80 , 6.60 ," 12,137.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2024," 5,671.40 ", 564.60 , 74.80 , 13.50 , 35.20 ,, 14.90 , 844.70 ,, 1.60 , 0.40 , 32.80 , 0.30 , 1.00 ,,," 15,823.00 "," 4,087.90 ", 375.00 , 29.50 , 0.20 ,, 10.00 , 13.50 , 1.90 , 7.70 ," 12,528.00 ",  BOSCHLTD  ,,,,,,,,,,,,,,,,
31-03-2014, 56.20 , 13.10 ,,, 55.30 ,, 9.70 , 5.50 ,, 0.20 , 1.60 , 2.00 , 0.60 , 0.30 ,,," 6,444.70 ", 76.00 , 1.30 , 168.50 , 0.10 , 0.10 , 23.30 ,, 1.00 , 15.90 ," 4,903.40 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2015, 77.80 , 17.00 , 3.50 , 38.50 , 53.90 ,, 7.30 , 5.60 ,, 0.20 , 2.10 , 2.20 , 0.70 , 0.30 ,,," 2,687.80 ", 82.00 , 1.30 , 168.60 , 0.10 ,  -    , 21.90 , 38.50 , 1.00 , 9.50 , 259.60 ,  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2016, 120.30 , 23.00 , 30.20 , 55.50 , 41.70 ,, 6.10 , 7.30 ,, 0.20 , 2.60 , 2.00 , 0.70 , 0.30 ,,," 12,508.00 ", 98.10 , 1.30 , 169.40 , 0.10 ,  -    , 19.10 , 55.50 , 1.10 , 8.40 ," 3,386.90 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2017, 119.00 , 26.90 , 23.50 , -0.70 , 49.10 ,, 7.60 , 9.00 ,, 0.20 , 2.30 , 1.90 , 0.70 , 0.30 ,,," 7,667.80 ", 113.00 , 1.30 , 170.10 , 0.10 ,  -    , 22.60 , -0.70 , 1.10 , 7.60 ," 3,978.30 ",  BRIGADE  ,,,,,,,,,,,,,,,,
