 Metric Date, Revenue_share , OI_share ,  NI_Growth  ,  Revenue_Growth  ,  GP_Margin  , OP_Margin , NP_Margin , EPS , EPS_GrowthCurrent_Ratio , Quick_Ratio , DE_Ratio , Interest_Coverage_Ratio , Leverage , Asset_Turnover_Ratio , Receivables_Turnover Ratio , OCFR , FCF , BV_share , DPS , Shares_Os , ROE , ROCE , Op_Margin , EPS_Growth , Current_Ratio , Receivables_Turnover_Ratio , OCF , symbol , NII_share , EBT_share , NI_Margin , NIM , CIR , LTD , ROA , NITR , NIncM , NPA , Tier1 , Tier2 , Interbank , NII_Growth , EBT_Growth ,
31-03-2018, 94.50 , 20.80 , -9.10 , -6.30 , 53.70 ,, 7.30 , 6.90 ,, 0.40 , 2.10 , 1.70 , 0.70 , 0.20 ,,," 9,644.50 ", 125.00 , 1.30 , 200.90 , 0.10 ,  -    , 22.00 , -6.30 , 1.30 , 4.80 , 487.30 ,  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2019, 145.60 , 31.90 , 72.40 , 56.70 , 45.00 ,, 8.10 , 11.70 ,, 0.20 , 3.60 , 2.40 , 0.80 , 0.30 ,,," 10,957.30 ", 115.50 , 1.30 , 204.20 , 0.10 ,  -    , 21.90 , 56.70 , 1.20 , 7.00 ," 4,672.10 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2020, 128.80 , 23.10 , -45.60 , -11.50 , 47.80 ,, 5.00 , 6.40 ,, 0.20 , 4.00 , 1.50 , 0.80 , 0.20 ,,," 12,063.40 ", 119.80 , 1.00 , 204.30 , 0.10 ,  -    , 17.90 , -11.50 , 1.10 , 6.00 ," 4,648.90 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2021, 94.30 , 11.40 , -135.50 , -25.90 , 44.10 ,, -2.40 , -2.20 ,, 0.20 , 4.60 , 0.70 , 0.80 , 0.10 ,,," 12,982.40 ", 119.10 , 1.20 , 206.80 ,  -    ,  -    , 12.10 , -25.90 , 1.00 , 3.70 ," 8,028.80 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2022, 133.00 , 18.60 , -278.70 , 53.80 , 45.40 ,, 2.80 , 3.70 ,, 0.30 , 4.30 , 1.00 , 0.80 , 0.20 ,,," 12,405.50 ", 127.60 , 1.50 , 225.50 ,  -    ,  -    , 14.00 , 53.80 , 1.10 , 5.90 ," 10,320.80 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2023, 149.40 , 23.70 , 252.10 , 14.90 , 46.30 ,, 8.50 , 12.60 ,, 0.30 , 4.20 , 1.30 , 0.80 , 0.20 ,,," 12,900.00 ", 136.40 , 2.00 , 230.50 , 0.10 ,  -    , 15.90 , 14.90 , 1.10 , 7.40 ," 9,664.70 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2024, 212.10 , 38.70 , 55.00 , 42.20 , 43.10 ,, 9.20 , 19.60 ,, 0.30 , 4.00 , 1.80 , 0.80 , 0.30 ,,," 6,077.00 ", 154.10 , 2.00 , 230.90 , 0.10 , 0.10 , 18.20 , 42.20 , 1.20 , 9.80 ," 3,339.80 ",  BRIGADE  ,,,,,,,,,,,,,,,,
31-03-2014, 285.40 , 22.80 ,,, 29.90 ,, 5.80 , 16.50 ,, 0.50 , 1.60 , 65.70 , 0.60 , 3.20 ,,," 7,816.00 ", 33.40 , 6.00 , 239.60 , 0.50 , 0.50 , 8.00 ,, 0.80 , 62.90 ," 6,714.80 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2015, 324.70 , 30.30 , 74.20 , 13.90 , 39.20 ,, 8.80 , 28.70 ,, 0.90 , 1.20 , 188.00 , 0.60 , 2.80 ,,," 7,021.30 ", 52.00 , 8.00 , 239.90 , 0.60 , 0.50 , 9.30 , 13.90 , 1.10 , 57.30 ," 5,844.60 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2016, 347.40 , 46.30 , 19.70 , 7.00 , 39.40 ,, 9.90 , 34.40 ,, 1.00 , 0.70 , 516.50 , 0.40 , 2.40 ,,," 12,100.20 ", 87.30 , 10.00 , 239.90 , 0.40 , 0.40 , 13.30 , 7.00 , 1.30 , 48.90 ," 9,592.30 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2017, 375.80 , 48.40 , 7.30 , 8.20 , 37.50 ,, 9.80 , 36.90 ,, 1.10 , 0.50 , 535.20 , 0.30 , 2.20 ,,," 8,010.60 ", 112.50 , 11.00 , 240.00 , 0.30 , 0.30 , 12.90 , 8.20 , 1.70 , 50.30 ," 4,412.80 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2018, 411.80 , 56.60 , 13.50 , 9.60 , 37.70 ,, 10.20 , 41.80 ,, 1.40 , 0.50 , 251.30 , 0.30 , 1.90 ,,," 16,717.00 ", 142.40 , 12.50 , 240.10 , 0.30 , 0.30 , 13.80 , 9.60 , 1.90 , 32.50 ," 12,487.70 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2019, 459.20 , 65.60 , 15.40 , 11.60 , 39.90 ,, 10.50 , 48.20 ,, 1.50 , 0.50 , 199.60 , 0.30 , 1.80 ,,," 15,569.90 ", 178.40 , 15.00 , 240.20 , 0.30 , 0.30 , 14.30 , 11.60 , 1.90 , 28.00 ," 11,557.80 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2020, 481.40 , 69.00 , 21.00 , 4.90 , 39.60 ,, 12.10 , 58.40 ,, 1.10 , 0.80 , 22.90 , 0.40 , 1.50 ,,," 17,287.00 ", 184.60 , 35.00 , 240.40 , 0.30 , 0.30 , 14.30 , 4.90 , 1.40 , 36.10 ," 14,845.30 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2021, 544.20 , 96.00 , 32.90 , 13.20 , 41.30 ,, 14.20 , 77.40 ,, 0.90 , 1.20 , 21.70 , 0.60 , 1.60 ,,," 21,160.30 ", 148.90 ,, 240.70 , 0.50 , 0.40 , 17.60 , 13.20 , 1.20 , 50.90 ," 18,755.20 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2022, 585.10 , 83.10 , -18.20 , 7.60 , 37.30 ,, 10.80 , 63.30 ,, 0.60 , 1.90 , 14.10 , 0.70 , 1.90 ,,," 18,497.00 ", 107.30 , 56.50 , 240.90 , 0.60 , 0.50 , 14.20 , 7.60 , 1.00 , 42.50 ," 12,995.20 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2023, 674.30 , 108.20 , 52.30 , 15.20 , 40.40 ,, 14.30 , 96.40 ,, 0.90 , 1.60 , 15.70 , 0.60 , 1.70 ,,," 32,376.70 ", 148.00 , 72.00 , 240.90 , 0.70 , 0.50 , 16.00 , 15.20 , 1.10 , 49.40 ," 25,262.10 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2024, 696.20 , 119.10 , -7.80 , 3.30 , 43.40 ,, 12.80 , 88.80 ,, 0.90 , 1.30 , 17.50 , 0.60 , 1.80 ,,," 31,345.00 ", 164.70 , 73.50 , 240.90 , 0.50 , 0.40 , 17.10 , 3.20 , 1.20 , 42.60 ," 25,729.80 ",  BRITANNIA  ,,,,,,,,,,,,,,,,
31-03-2014, 32.10 , 15.90 ,,, 90.70 ,, 26.60 , 8.50 ,, 1.80 , 0.60 , 662.60 , 0.40 , 0.10 ,,," 2,174.30 ", 161.60 , 2.70 , 158.60 , 0.10 , 0.10 , 49.50 ,, 1.80 , 5.90 ," 1,728.40 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2015, 37.30 , 14.80 , -4.00 , 19.90 , 91.60 ,, 21.30 , 7.90 ,, 1.80 , 0.50 , 366.40 , 0.30 , 0.10 ,,, -802.40 , 169.20 , 2.70 , 163.80 ,  -    ,  -    , 39.60 , 19.90 , 1.80 , 6.50 ," -1,528.20 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2016, 39.90 , 15.90 , 2.50 , 7.10 , 98.60 ,, 20.30 , 8.10 ,, 1.50 , 0.40 , 790.70 , 0.30 , 0.20 ,,, 178.30 , 179.30 , 2.70 , 163.80 ,  -    ,, 39.90 , 7.10 , 1.50 , 5.60 , -442.20 ,  BSE  ,,,,,,,,,,,,,,,,
31-03-2017, 36.10 , 11.90 , 65.90 , -9.60 , 98.20 ,, 37.30 , 13.50 ,, 1.50 , 0.60 , 202.70 , 0.40 , 0.10 ,,," 8,759.40 ", 192.80 , 9.30 , 163.80 , 0.10 ,, 32.90 , -9.60 , 1.50 , 4.20 ," 8,172.60 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2018, 41.50 , 15.40 , 212.30 , 14.90 , 97.10 ,, 101.50 , 42.10 ,, 1.80 , 0.50 , 245.10 , 0.30 , 0.10 ,,," -1,759.90 ", 210.20 , 12.00 , 163.60 , 0.20 ,, 37.20 , 14.90 , 1.80 , 9.90 ," -2,387.60 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2019, 41.30 , 11.50 , -71.10 , -3.60 , 98.40 ,, 30.40 , 12.60 ,, 2.40 , 0.40 , 209.00 , 0.30 , 0.10 ,,," -2,565.40 ", 210.30 , 10.00 , 158.40 , 0.10 ,, 27.80 , -3.60 , 2.40 , 9.10 ," -3,183.30 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2020, 41.40 , 5.40 , -38.60 , -6.80 , 98.50 ,, 20.00 , 8.30 ,, 1.80 , 0.60 , 33.40 , 0.40 , 0.10 ,,," 4,345.60 ", 195.50 , 5.70 , 147.30 ,  -    ,, 13.00 , -6.80 , 1.80 , 8.00 ," 3,967.10 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2021, 45.90 , 9.30 , 18.50 , 3.50 , 98.60 ,, 23.00 , 10.50 ,, 2.00 , 0.50 , 12.40 , 0.30 , 0.10 ,,, -293.60 , 223.40 , 7.00 , 137.40 ,  -    ,, 20.20 , 3.50 , 2.00 , 4.90 , -675.50 ,  BSE  ,,,,,,,,,,,,,,,,
31-03-2022, 61.30 , 20.80 , 75.50 , 33.40 , 98.90 ,, 30.20 , 18.50 ,, 1.80 , 0.80 , 12.90 , 0.40 , 0.10 ,,," 14,737.10 ", 249.70 , 13.50 , 137.40 , 0.10 ,, 33.90 , 33.40 , 1.80 , 6.50 ," 14,417.50 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2023, 67.40 , 19.70 , -13.20 , 9.90 , 98.60 ,, 23.80 , 16.10 ,, 1.60 , 0.70 , 9.80 , 0.40 , 0.20 ,,, 63.10 , 261.00 , 12.00 , 137.40 , 0.10 ,, 29.20 , 9.90 , 1.60 , 5.40 ," -1,371.10 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2024, 115.90 , 38.70 , 252.70 , 72.00 ,,, 48.90 , 56.70 ,, 1.20 , 1.10 , 35.40 , 0.50 , 0.20 ,,," 29,733.50 ", 321.00 , 15.00 , 137.40 , 0.20 ,, 33.40 , 72.00 , 1.20 , 7.60 ," 28,420.30 ",  BSE  ,,,,,,,,,,,,,,,,
31-03-2019, 25.70 , 5.80 ,,, 48.40 ,, 24.80 , 6.40 ,, 5.20 , 0.20 , 11.90 , 0.20 , 0.40 ,,, 301.40 , 54.20 ,, 52.60 , 0.10 ,, 22.40 ,, 5.30 , 4.70 , 268.10 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2020, 28.30 , 5.30 , -30.90 , 9.90 , 48.30 ,, 15.60 , 4.40 ,, 4.40 , 0.20 , 10.30 , 0.20 , 0.40 ,,, 322.30 , 56.60 ,, 52.60 , 0.10 , 0.10 , 18.90 , 9.90 , 4.50 , 3.70 , 267.30 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2021, 29.00 , 8.70 , 157.90 , 2.60 , 53.20 ,, 39.20 , 11.40 ,, 5.20 , 0.20 , 19.00 , 0.20 , 0.40 ,,, 840.30 , 68.00 ,, 52.60 , 0.20 , 0.20 , 30.00 , 2.60 , 5.30 , 4.20 , 818.20 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2022, 37.70 , 14.90 , 45.50 , 31.50 , 62.20 ,, 43.40 , 16.30 ,, 4.90 , 0.20 , 39.40 , 0.10 , 0.40 ,,, 327.50 , 83.70 , 2.00 , 53.20 , 0.20 , 0.20 , 39.50 , 31.50 , 5.00 , 3.50 , 287.60 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2023, 52.50 , 20.50 , 23.20 , 40.40 , 59.60 ,, 38.10 , 20.00 ,, 3.80 , 0.20 , 44.40 , 0.20 , 0.40 ,,," 1,052.50 ", 101.10 , 3.00 , 53.70 , 0.20 , 0.20 , 39.10 , 40.40 , 3.90 , 3.80 , 898.90 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2024, 70.20 , 26.20 , 24.90 , 34.80 , 63.60 ,, 35.30 , 24.80 ,, 3.60 , 0.20 , 48.30 , 0.20 , 0.50 ,,," 1,029.00 ", 122.00 , 3.50 , 54.10 , 0.20 ,, 37.30 , 34.80 , 3.60 , 3.30 , 755.20 ,  MAPMYINDIA  ,,,,,,,,,,,,,,,,
31-03-2019, 19.80 , 2.90 ,,, 45.40 ,, 6.50 , 1.30 ,, 0.80 , 1.50 , 4.30 , 0.60 , 1.20 ,,, 843.90 , 6.60 ,, 300.20 , 0.20 , 0.20 , 14.60 ,, 1.20 , 3.70 , 544.10 ,  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2020, 24.30 , 3.90 , 60.40 , 23.10 , 47.40 ,, 8.40 , 2.00 ,, 0.80 , 1.50 , 7.30 , 0.60 , 1.00 ,,," 2,093.20 ", 9.50 ,, 301.20 , 0.20 , 0.20 , 15.80 , 23.10 , 1.30 , 5.10 , 994.80 ,  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2021, 23.50 , 2.80 , -56.40 , -2.70 , 46.70 ,, 3.80 , 0.90 ,, 0.70 , 1.20 , 5.00 , 0.50 , 1.00 ,,," 1,798.70 ", 10.30 ,, 303.70 , 0.10 , 0.10 , 11.90 , -2.60 , 1.40 , 7.30 ," 1,243.10 ",  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2022, 39.30 , 6.30 , 303.90 , 67.80 , 49.60 ,, 9.10 , 3.60 ,, 0.70 , 1.20 , 9.80 , 0.60 , 1.20 ,,, 536.40 , 14.10 ,, 304.00 , 0.30 , 0.20 , 16.00 , 67.80 , 1.60 , 8.90 , 178.30 ,  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2023, 48.70 , 6.00 , 7.90 , 24.10 , 48.50 ,, 7.90 , 3.80 ,, 0.70 , 1.10 , 6.40 , 0.50 , 1.30 ,,," 1,951.50 ", 18.10 ,, 304.50 , 0.20 , 0.20 , 12.30 , 24.10 , 1.60 , 8.40 ," 1,264.70 ",  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2024, 47.50 , 4.50 , -23.60 , -2.40 , 52.00 ,, 6.20 , 2.90 ,, 1.00 , 0.70 , 6.00 , 0.40 , 1.30 ,,," 3,097.70 ", 21.30 ,, 305.30 , 0.10 , 0.10 , 9.60 , -2.40 , 2.40 , 12.20 ," 2,644.70 ",  CAMPUS  ,,,,,,,,,,,,,,,,
31-03-2014, 14.60 , 10.50 ,,, 100.00 ,, 50.80 , 7.40 ,,, 12.10 ,   inf   , 0.90 ,  -    ,,," 1,138.00 ", 44.20 , 1.30 , 102.40 , 0.20 ,  -    , 71.80 ,,,   inf   ," 1,138.00 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2015, 18.60 , 13.20 , 13.90 , 29.90 , 100.00 ,, 44.50 , 8.30 ,,, 9.80 ,   inf   , 0.90 ,  -    ,,, 529.40 , 74.20 , 1.40 , 104.00 , 0.10 ,  -    , 70.70 , 29.90 ,,   inf   , 529.40 ,  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2016, 24.70 , 19.10 , 82.20 , 69.50 , 100.00 ,, 47.80 , 11.80 ,,, 11.20 ,   inf   , 0.90 ,  -    ,,," 3,819.50 ", 66.00 , 2.00 , 133.10 , 0.20 ,  -    , 77.20 , 69.50 ,,   inf   ," 3,819.50 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2017, 34.20 , 27.80 , 49.80 , 38.80 , 100.00 ,, 51.60 , 17.70 ,,, 11.40 ,   inf   , 0.90 ,  -    ,,," -23,558.90 ", 80.90 , 2.00 , 133.10 , 0.20 ,  -    , 81.10 , 38.80 ,,   inf   ," -23,558.90 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2018, 39.30 , 32.40 , 21.70 , 14.70 , 100.00 ,, 54.70 , 21.50 ,,, 9.60 ,   inf   , 0.90 ,  -    ,,," -20,182.20 ", 111.70 , 2.00 , 133.20 , 0.20 ,  -    , 82.40 , 14.70 ,,   inf   ," -20,182.20 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2019, 42.00 , 35.30 , 3.70 , 7.10 , 100.00 ,, 53.00 , 22.30 ,,, 9.50 ,   inf   , 0.90 ,  -    ,,," -23,349.30 ", 133.80 , 2.00 , 133.20 , 0.20 ,  -    , 83.90 , 7.10 ,,   inf   ," -23,349.30 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2020, 47.20 , 38.90 , 26.80 , 12.30 , 100.00 ,, 59.80 , 28.20 ,,, 8.80 ,   inf   , 0.90 ,  -    ,,," -18,421.20 ", 161.50 , 2.00 , 133.20 , 0.20 ,  -    , 82.50 , 12.30 ,,   inf   ," -18,421.20 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2021, 55.90 , 46.40 , 21.30 , 18.40 , 100.00 ,, 61.30 , 34.30 ,,, 7.50 ,   inf   , 0.90 ,  -    ,,," -8,512.40 ", 196.00 , 2.00 , 133.20 , 0.20 ,  -    , 83.00 , 18.40 ,,   inf   ," -8,512.40 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2022, 59.40 , 47.70 , 3.30 , 6.30 , 100.00 ,, 59.60 , 35.40 ,,, 8.10 ,   inf   , 0.90 ,  -    ,,," -39,163.10 ", 230.30 , 3.00 , 133.20 , 0.20 ,  -    , 80.30 , 6.30 ,,   inf   ," -39,163.10 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2023, 75.30 , 61.90 , 31.90 , 26.70 , 100.00 ,, 62.00 , 46.70 ,,, 8.10 ,   inf   , 0.90 ,  -    ,,," -40,440.30 ", 273.90 , 3.50 , 133.20 , 0.20 ,  -    , 82.20 , 26.70 ,,   inf   ," -40,440.30 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2024, 91.10 , 71.90 , 20.80 , 21.00 , 100.00 ,, 61.90 , 56.40 ,,, 7.40 ,   inf   , 0.90 ,  -    ,,," -25,696.00 ", 326.20 , 6.00 , 133.10 , 0.20 ,  -    , 78.90 , 21.00 ,,   inf   ," -25,696.00 ",  CANFINHOME  ,,,,,,,,,,,,,,,,
31-03-2014, 41.80 ,    -      ,,, 100.00 ,, 28.10 , 11.80 ,,, 15.40 ,, 0.90 ,  -    ,,," -5,06,747.10 ", 136.30 , 2.20 ," 2,237.50 ", 0.10 ,  -    ,   -     ,,,   inf   ," -5,06,747.10 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2015, 47.50 ,    -      , 8.90 , 17.00 , 100.00 ,, 26.20 , 12.40 ,,, 16.00 ,, 0.90 ,  -    ,,," -4,67,775.60 ", 142.50 , 2.10 ," 2,306.50 ", 0.10 ,  -    ,   -     , 17.00 ,,   inf   ," -4,67,775.60 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2016, 17.30 ,    -      , -191.00 , -58.50 , 100.00 ,, -57.40 , -9.90 ,,, 16.20 ,, 0.90 ,  -    ,,," 33,219.70 ", 125.20 ,," 2,623.50 ", -0.10 ,  -    ,   -     , -58.50 ,,   inf   ," 33,219.70 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2017, 38.10 ,    -      , -152.10 , 128.00 , 100.00 ,, 13.10 , 5.00 ,,, 15.90 ,, 0.90 ,  -    ,,," -1,29,420.40 ", 129.40 , 0.20 ," 2,718.50 ",  -    ,  -    ,   -     , 128.00 ,,   inf   ," -1,29,420.40 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2018, 11.50 ,    -      , -390.90 , -66.90 , 100.00 ,, -115.20 , -13.20 ,,, 15.90 ,, 0.90 ,  -    ,,," -4,07,008.30 ", 124.90 ,," 2,996.00 ", -0.10 , -0.10 ,   -     , -66.90 ,,   inf   ," -4,07,008.30 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2019, 33.80 ,    -      , -115.20 , 263.10 , 100.00 ,, 4.80 , 1.60 ,,, 17.60 ,, 0.90 ,  -    ,,," -5,60,393.20 ", 104.20 ,," 3,681.00 ",  -    ,  -    ,   -     , 263.10 ,,   inf   ," -5,60,393.20 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2020, 34.50 ,    -      , -430.10 , 16.90 , 100.00 ,, -13.60 , -4.70 ,,, 16.70 ,, 0.90 ,  -    ,,," -3,15,744.40 ", 99.40 ,," 4,217.50 ",  -    ,  -    ,   -     , 16.90 ,,   inf   ," -3,15,744.40 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2021, 42.50 ,    -      , -245.50 , 121.00 , 100.00 ,, 9.00 , 3.80 ,,, 17.70 ,, 0.90 ,  -    ,,," -4,63,004.70 ", 83.60 ,," 7,561.50 ",  -    ,  -    ,   -     , 121.00 ,,   inf   ," -4,63,004.70 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2022, 42.40 ,    -      , 111.90 , 15.20 , 100.00 ,, 16.50 , 7.00 ,,, 16.80 ,, 0.90 ,  -    ,,," -7,44,369.40 ", 81.00 , 1.30 ," 8,738.50 ", 0.10 , 0.10 ,   -     , 15.20 ,,   inf   ," -7,44,369.40 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2023, 49.20 ,    -      , 83.80 , 20.50 , 100.00 ,, 25.20 , 12.40 ,,, 16.50 ,, 0.90 ,  -    ,,," -13,27,234.00 ", 87.00 , 2.40 ," 9,071.50 ", 0.10 , 0.10 ,   -     , 20.50 ,,   inf   ," -13,27,234.00 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2024, 63.20 ,    -      , 35.80 , 28.40 , 100.00 ,, 26.60 , 16.80 ,,, 15.50 ,, 0.90 ,  -    ,,," -11,81,094.90 ", 102.70 , 3.20 ," 9,071.50 ", 0.20 , 0.10 ,   -     , 28.30 ,,   inf   ," -11,81,094.90 ",  CANBK  ,,,,,,,,,,,,,,,,
31-03-2014, 22.90 , 4.70 ,,, 35.90 ,, 14.90 , 3.40 ,, 0.40 , 1.90 , 298.20 , 0.70 , 1.00 ,,," 1,063.80 ", 8.20 , 0.80 , 75.60 , 0.40 , 0.40 , 20.70 ,, 0.50 ," 1,953.60 ", 598.30 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2015, 33.30 , 7.00 , 58.80 , 45.50 , 45.00 ,, 16.30 , 5.40 ,, 0.50 , 1.40 , 231.30 , 0.60 , 1.10 ,,, 753.70 , 12.40 , 1.00 , 75.60 , 0.40 , 0.40 , 21.10 , 45.50 , 0.70 , 44.40 , 498.80 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2016, 40.90 , 10.00 , 42.40 , 22.70 , 48.20 ,, 18.90 , 7.70 ,, 0.80 , 1.10 , 360.90 , 0.50 , 1.20 ,,, 675.30 , 17.00 ,, 75.50 , 0.50 , 0.50 , 24.50 , 22.70 , 0.90 , 38.90 , 565.30 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2017, 53.20 , 14.80 , 63.70 , 30.10 , 52.40 ,, 23.80 , 12.70 ,, 1.40 , 0.60 , 858.10 , 0.40 , 1.10 ,,, 931.90 , 29.80 , 1.50 , 75.60 , 0.40 , 0.40 , 27.80 , 30.00 , 1.60 , 12.20 , 676.10 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2018, 71.40 , 23.30 , 51.40 , 34.40 , 54.80 ,, 26.80 , 19.20 ,, 2.50 , 0.40 ," 2,930.70 ", 0.30 , 1.10 ,,," 1,150.10 ", 48.10 , 2.00 , 75.60 , 0.40 , 0.40 , 32.60 , 34.40 , 2.80 , 4.30 , 664.90 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2019, 85.80 , 27.50 , 22.00 , 20.20 , 54.20 ,, 27.20 , 23.40 ,, 5.30 , 0.20 ," 3,470.40 ", 0.10 , 0.90 ,,," 1,486.00 ", 83.70 , 2.20 , 75.60 , 0.30 , 0.30 , 32.10 , 20.20 , 5.70 , 4.10 , 834.20 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2020, 114.20 , 30.30 , 21.80 , 33.10 , 51.30 ,, 24.90 , 28.40 ,, 4.00 , 0.20 , 716.40 , 0.20 , 0.80 ,,," 1,214.20 ", 126.50 , 2.50 , 75.60 , 0.20 , 0.20 , 26.50 , 33.10 , 5.70 , 3.80 , 446.80 ,  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2021, 140.40 , 38.80 , 12.70 , 23.00 , 54.80 ,, 22.80 , 32.00 ,, 5.80 , 0.10 , 184.50 , 0.10 , 0.80 ,,," 3,419.40 ", 159.10 , 3.00 , 75.60 , 0.20 ,, 27.60 , 23.00 , 7.10 , 3.80 ," 2,686.10 ",  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2022, 167.90 , 46.20 , 23.80 , 19.60 , 55.00 ,, 23.60 , 39.60 ,, 5.20 , 0.10 , 499.50 , 0.10 , 0.70 ,,," 4,279.10 ", 199.50 , 4.00 , 75.70 , 0.20 ,, 27.50 , 19.60 , 6.20 , 4.00 ," 3,367.30 ",  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2023, 193.60 , 52.50 , 25.50 , 15.50 , 53.70 ,, 25.60 , 49.60 ,, 4.70 , 0.10 , 510.70 , 0.10 , 0.70 ,,," 4,648.40 ", 251.50 , 4.50 , 75.80 , 0.20 ,, 27.10 , 15.50 , 5.80 , 3.70 ," 2,713.70 ",  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2024, 223.10 , 65.60 , 21.50 , 15.40 , 57.30 ,, 27.00 , 60.20 ,, 4.60 , 0.10 , 638.50 , 0.10 , 0.60 ,,," 4,642.00 ", 309.00 ,, 75.90 , 0.20 ,, 29.40 , 15.40 , 5.70 , 3.10 ," 3,183.90 ",  CAPLIPOINT  ,,,,,,,,,,,,,,,,
31-03-2014, 2.20 , 1.80 ,,, 100.00 ,, 53.10 , 1.20 ,,,  -    ,   inf   ,  -    , 0.20 ,,," -1,023.30 ", 14.00 , 0.10 , 699.30 , 0.10 ,, 80.50 ,,,   inf   ," -1,023.30 ",  CGCL  ,,,,,,,,,,,,,,,,
31-03-2015, 2.60 , 2.00 , 15.80 , 17.60 , 100.00 ,, 52.30 , 1.40 ,,, 0.10 ,   inf   , 0.10 , 0.20 ,,, 586.10 , 15.20 , 0.10 , 700.30 , 0.10 , 0.10 , 78.40 , 17.50 ,,   inf   , 586.10 ,  CGCL  ,,,,,,,,,,,,,,,,
31-03-2016, 2.50 , 0.80 , -54.20 , -3.10 , 100.00 ,, 24.70 , 0.60 ,,, 0.20 ,   inf   , 0.20 , 0.10 ,,, -727.60 , 15.70 , 0.10 , 700.50 ,  -    ,  -    , 30.70 , -3.10 ,,   inf   , -727.60 ,  CGCL  ,,,,,,,,,,,,,,,,
